,name,drug_index,interaction
2186,Cefoperazone,719,'Avoid alcohol
2187,Cefoperazone,719,"Ingesting alcohol with cefoperazone may precipitate a disulfuram like reaction including symptoms such as flushing, tachycardia, sweating, and headache"
2188,Cefotetan,720,'Avoid alcohol
2189,Cefotetan,720,Alcohol can cause a disulfiram effect
2190,Cefradine,721,'Take with or without food
2191,Cilazapril,722,'Take with or without food
2192,Cilazapril,722,"Food decreases absorption, but not to a clinically significant extent"
2193,Tolevamer,723,'Avoid multivalent ions
2194,Tolevamer,723,"', 'Take on an empty stomach"
2195,Spirapril,724,'Avoid hypertensive herbs (e
2196,Spirapril,724,"bayberry, blue cohosh, cayenne, ephedra, and licorice)"
2197,Spirapril,724,"', 'Avoid potassium-containing products"
2198,Spirapril,724,Potassium products increase the risk of hyperkalemia
2199,Spirapril,724,"', 'Limit salt intake"
2200,Spirapril,724,Salt may attenuate the antihypertensive effect
2201,Amobarbital,725,'Avoid alcohol
2202,Amobarbital,725,Ingesting alcohol may increase the CNS depressant effects of amobarbital
2203,Amobarbital,725,"', 'Take on an empty stomach"
2204,Amobarbital,725,Taking oral amobarbital sodium on an empty stomach increases the rate of absorption
2205,Procaterol,726,'Take with or without food
2206,Procaterol,726,"The onset of action of procaterol may be delayed when taken with food, however, there is no impact on the efficacy or duration of action of procaterol"
2207,Rasagiline,727,"""Avoid St John's Wort"
2208,Rasagiline,727,Co-administration of rasagiline with this herb is contraindicated
2209,Rasagiline,727,""", 'Avoid tyramine-containing foods and supplements"
2210,Rasagiline,727,Avoid food containing high amounts of tyramine (>150mg) as these may increase the risk of hypertensive reaction
2211,Rasagiline,727,"Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages"
2212,Rasagiline,727,"', 'Take with or without food"
2213,Magnesium oxide,728,'Take with food
2214,Magnesium oxide,728,"When using magnesium to treat calcium oxalate nephrolithiasis, magnesium oxide should be taken with food"
2215,Magnesium oxide,728,"', 'Take with or without food"
2216,Magnesium oxide,728,Many different products contain magnesium oxide; refer to the product monograph for more specific instruction
2217,Magnesium oxide,728,Taking magnesium supplements with food may reduce the risk of diarrhea
2218,Cortisone acetate,729,'Take with food
2219,Cortisone acetate,729,Taking cortisone acetate with food may reduce gastrointestinal upset
2220,Ginkgo biloba,730,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2221,Ginkgo biloba,730,Additive anticoagulant/antiplatelet activity may increase the risk of bleeding
2222,Ginkgo biloba,730,"', 'Take with or without food"
2223,Ginkgo biloba,730,Food insignificantly decreases the rate of absorption
2224,Sodium bicarbonate,731,'Take with or without food
2225,Sodium bicarbonate,731,Many different products contain sodium bicarbonate; refer to the product monograph for more specific instruction
2226,Yohimbine,732,'Take with or without food
2227,Bezafibrate,733,'Take with a full glass of water
2228,Bezafibrate,733,"', 'Take with food"
2229,Bezafibrate,733,Taking bezafibrate with food or after meals slows the absorption of bezafibrate
2230,Colchicine,734,'Take with or without food
2231,Colchicine,734,The absorption is unaffected by food
2232,Drospirenone,735,"""Avoid St John's Wort"
2233,Drospirenone,735,""", 'Take at the same time every day"
2234,Drospirenone,735,"', 'Take with or without food"
2235,Digitoxin,736,'Avoid avocado
2236,Digitoxin,736,"Persea americana (avocado) is a plant that affects the heart by interfering with the Na+, K+, ATPase, which may cause an additive effect with digitoxin"
2237,Digitoxin,736,"', 'Do not take with bran and high fiber foods"
2238,Digitoxin,736,The absorption of digitoxin is more predictable than the absorption of digoxin in the presence of high-fiber food
2239,Salsalate,737,'Avoid excessive or chronic alcohol consumption
2240,Salsalate,737,Ingesting alcohol may increase the risk of developing a gastrointestinal bleed
2241,Salsalate,737,"', 'Take with or without food"
2242,Salsalate,737,Taking salsalate with food may slow the absorption of salsalate but does not significantly impact the Cmax or AUC
2243,Methotrimeprazine,738,'Take with food
2244,Methotrimeprazine,738,Food reduces irritation
2245,Danazol,739,'Take with or without food
2246,Danazol,739,The absorption is unaffected by food
2247,Tiotropium,740,'Take with or without food
2248,Tiotropium,740,Food is not expected to interfere with absorption
2249,Ceftibuten,741,'Take separate from meals
2250,Ceftibuten,741,"Take ceftibuten oral suspension at least one hour after eating, or two hours before eating"
2251,Ceftibuten,741,"', 'Take with or without food"
2252,Ceftibuten,741,Separating the administration of ceftibuten from food is not required for ceftibuten capsules because the impact of food on bioavailability is less significant
2253,Cefpodoxime,742,'Take on an empty stomach
2254,Cefpodoxime,742,Take at least 1 hour before or 2 hours after meals
2255,Acenocoumarol,743,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2256,Acenocoumarol,743,"', 'Ensure consistent Vitamin K intake"
2257,Acenocoumarol,743,Changes in vitamin K intake may impact coagulation
2258,Acenocoumarol,743,"Foods containing vitamin K include spinach, kale, and swiss chard"
2259,Acenocoumarol,743,"', ""Exercise caution with St John's Wort"
2260,Paromomycin,744,'Take with food
2261,Cholestyramine,745,'Take with fluids
2262,Cholestyramine,745,Do not take with carbonated fluids
2263,Cholestyramine,745,"', 'Take with food"
2264,Cholestyramine,745,Take with a meal unless this interferes with other medications
2265,Antipyrine,746,'Take with or without food
2266,Antipyrine,746,"When taken after meals, the Cmax and Tmax of oral antipyrine are reduced, but the overall bioavailability is not significantly impacted"
2267,Alfacalcidol,747,'Take with or without food
2268,Alfacalcidol,747,Food does not affect the bioavailability
2269,Glutethimide,748,'Avoid alcohol
2270,Glutethimide,748,"', 'Take with or without food"
2271,Glutethimide,748,The absorption is unaffected by food
2272,Phenazopyridine,749,'Take with food
2273,Phenazopyridine,749,Food reduces irritation
2274,Diamorphine,750,'Avoid alcohol
2275,Dichloralphenazone,751,'Avoid alcohol
2276,Difenoxin,752,'Avoid alcohol
2277,Difenoxin,752,Alcohol can enhance the CNS depressant effects of this drug
2278,Flunitrazepam,753,'Avoid alcohol
2279,Flunitrazepam,753,"', 'Avoid grapefruit products"
2280,Flunitrazepam,753,"', 'Limit caffeine intake"
2281,Flunitrazepam,753,"', 'Take with food"
2282,Dihydrocodeine,754,'Avoid alcohol
2283,Dihydrocodeine,754,Alcohol can enhance the CNS depressant effects of this drug
2284,Cloxazolam,755,'Avoid alcohol
2285,Cloxazolam,755,"Alcohol can increase CNS depressant effects, such as fatal respiratory or cardiac depression"
2286,Bromazepam,756,'Avoid alcohol
2287,Bromazepam,756,Ingesting alcohol may increase the sedative and CNS depressant effects of bromazepam
2288,Bromazepam,756,"', 'Take with or without food"
2289,Bromazepam,756,Taking bromazepam with food may reduce its Cmax and AUC
2290,Chloral hydrate,757,'Avoid alcohol
2291,Chloral hydrate,757,"Ingesting alcohol may cause a disulfiram-like-reaction (flushing, dizziness, tachycardia)"
2292,Chloral hydrate,757,"', 'Take after a meal"
2293,Chloral hydrate,757,"If chloral hydrate is being used for sedation, it should be taken after meals"
2294,Chloral hydrate,757,"Otherwise, it can be taken with or without food"
2295,Fludiazepam,758,'Avoid alcohol
2296,Fludiazepam,758,"', 'Avoid grapefruit products"
2297,Fludiazepam,758,"', 'Limit caffeine intake"
2298,Attapulgite,759,'Take with or without food
2299,Dextroamphetamine,760,'Avoid fruit juice
2300,Dextroamphetamine,760,"Fruit juice may acidify the gastrointestinal tract, decreasing absorption of amphetamines"
2301,Phendimetrazine,761,'Take separate from meals
2302,Phendimetrazine,761,Take phendimetrazine one hour before eating
2303,Oxprenolol,762,'Avoid alcohol
2304,Oxprenolol,762,"', 'Avoid natural licorice"
2305,Oxprenolol,762,"', 'Take with or without food"
2306,Oxprenolol,762,The absorption is unaffected by food
2307,Liotrix,763,'Avoid calcium supplements/calcium rich foods
2308,Liotrix,763,Calcium may interfere with the absorption of this drug by forming an insoluble complex
2309,Liotrix,763,Separate medication administration by at least 4 hours
2310,Liotrix,763,"', 'Avoid grapefruit products"
2311,Liotrix,763,Grapefruit may delay the absorption of this medicaiton
2312,Liotrix,763,"', 'Avoid high-fiber foods"
2313,Liotrix,763,High-fiber foods may affect absorption
2314,Liotrix,763,Separate medication administration by at least 1 hour
2315,Liotrix,763,"', 'Avoid iron supplements"
2316,Liotrix,763,Iron may interfere with the absorption of this drug by forming an insoluble complex
2317,Liotrix,763,Separate medication administration by at least 4 hours
2318,Liotrix,763,"', 'Avoid multivalent ions"
2319,Liotrix,763,Avoid iron and calcium containing products as well as antacids
2320,Liotrix,763,"', 'Take before a meal"
2321,Liotrix,763,Take 30-60 minutes before breakfast
2322,Liotrix,763,"', 'Take on an empty stomach"
2323,Ursodeoxycholic acid,764,'Take with food
2324,Ketazolam,765,'Avoid alcohol
2325,Ketazolam,765,"', 'Avoid grapefruit products"
2326,Ketazolam,765,"', 'Limit caffeine intake"
2327,Ketazolam,765,"', 'Take with food"
2328,Prazepam,766,'Avoid alcohol
2329,Prazepam,766,"', 'Avoid grapefruit products"
2330,Prazepam,766,"', 'Limit caffeine intake"
2331,Prazepam,766,"', 'Take with food"
2332,Quazepam,767,'Avoid alcohol
2333,Quazepam,767,Ingesting alcohol may increase the drowsiness and CNS depression caused by quazepam
2334,Everolimus,768,'Avoid grapefruit products
2335,Everolimus,768,"Grapefruit inhibits the metabolism of everolimus through the CYP3A4 pathway and, therefore, may increase serum levels of everolimus"
2336,Everolimus,768,"', ""Avoid St John's Wort"
2337,Everolimus,768,Coadministration of St John's Wort with everolimus may reduce serum levels of everolimus by inducing CYP3A4 and P-glycoprotein (PGP)
2338,Everolimus,768,""", 'Take at the same time every day"
2339,Everolimus,768,"', 'Take with a full glass of water"
2340,Everolimus,768,"', 'Take with or without food"
2341,Everolimus,768,Take consistently with regard to food as food may reduce the AUC and Cmax of everolimus
2342,Solifenacin,769,'Take with or without food
2343,Iron,770,'Take with or without food
2344,Iron,770,Many different products contain iron; refer to the product monograph for more specific instruction
2345,Iron,770,Taking iron with food may reduce gastric irritation
2346,Zinc,771,'Avoid milk and dairy products
2347,Zinc,771,Separate the use of zinc from these products by at least 2 hours before administration
2348,Zinc,771,Separate for 2 hours after administration if these products also contain phosphorus
2349,Zinc,771,"', 'Do not take with bran and high fiber foods"
2350,Zinc,771,"For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods"
2351,Zinc,771,"', 'Take on an empty stomach"
2352,Zinc,771,Take at least 1 hour before and 2 hours after eating for optimal absorption
2353,Zinc,771,Zinc can be taken with food to reduce gastrointestinal upset
2354,Cinolazepam,772,'Avoid alcohol
2355,Cinolazepam,772,"', 'Limit caffeine intake"
2356,Cinolazepam,772,"', 'Take with food"
2357,Nitrazepam,773,'Avoid alcohol
2358,Nitrazepam,773,"', 'Limit caffeine intake"
2359,Nitrazepam,773,"', 'Take with food"
2360,Probucol,774,'Take with food
2361,Probucol,774,Food increases bioavailability
2362,Tiaprofenic acid,775,'Avoid alcohol
2363,Tiaprofenic acid,775,"', 'Take with food"
2364,Lopinavir,776,"""Avoid St John's Wort"
2365,Lopinavir,776,Induction of CYP3A by co-administration with St John's Wort may result in reduced drug plasma concentrations and therapeutic failure
2366,Lopinavir,776,""", 'Take with food"
2367,Lopinavir,776,"The oral solution formulation must be taken with food, but the tablet formulation may be taken with or without food"
2368,Bacampicillin,777,'Take separate from antacids
2369,Bacampicillin,777,Elevated gastric pH may reduce the bioavailability of bacampicillin
2370,Bacampicillin,777,"', 'Take with or without food"
2371,Bacampicillin,777,Food may reduce the bioavailability of bacampicillin
2372,Pivampicillin,778,'Take with or without food
2373,Pivampicillin,778,The absorption is unaffected by food
2374,Pivmecillinam,779,'Take with or without food
2375,Pivmecillinam,779,The absorption is unaffected by food
2376,Periciazine,780,'Avoid alcohol
2377,Periciazine,780,"', 'Take with food"
2378,Periciazine,780,Food reduces irritation
2379,Deferasirox,781,'Take at the same time every day
2380,Deferasirox,781,"', 'Take on an empty stomach"
2381,Deferasirox,781,Take at least 30 minutes before food
2382,Deferasirox,781,"', 'Take separate from meals"
2383,Deferasirox,781,Administration with food causes inconsistent bioavailability
2384,Deferasirox,781,"May administer granules with a light meal, if necessary"
2385,Valganciclovir,782,'Take with food
2386,Hydroxychloroquine,783,'Take with food
2387,Hydroxychloroquine,783,Take with a meal or glass of milk
2388,Amyl Nitrite,784,'Avoid alcohol
2389,Amyl Nitrite,784,The use of alcohol with amyl nitrite may worsen hypotension and has the potential to cause cardiovascular collapse
2390,Erythrityl tetranitrate,785,'Avoid alcohol
2391,Erythrityl tetranitrate,785,"', 'Take on an empty stomach"
2392,Erythrityl tetranitrate,785,Take at least 1 hour before or 2 hours after meals
2393,Acepromazine,786,'Avoid alcohol
2394,Acepromazine,786,"', 'Take with food"
2395,Acepromazine,786,Food reduces irritation
2396,Molindone,787,'Avoid alcohol
2397,Molindone,787,"Severe CNS depression, which can be caused by alcohol, is a contraindication for molindone hydrochloride therapy"
2398,Phenindamine,788,'Avoid alcohol
2399,Phenindamine,788,"', 'Take with food"
2400,Phenindamine,788,Food reduces irritation
2401,Pipotiazine,789,'Avoid alcohol
2402,Pipotiazine,789,"', 'Take with food"
2403,Pipotiazine,789,Food decreases irritation
2404,Thioproperazine,790,'Avoid alcohol
2405,Thioproperazine,790,"', 'Take with food"
2406,Thioproperazine,790,Food decreases irritation
2407,Thiothixene,791,'Avoid alcohol
2408,Zuclopenthixol,792,'Avoid alcohol
2409,Zuclopenthixol,792,Acute alcohol intoxication is a contraindication for zuclopenthixol therapy
2410,Zuclopenthixol,792,"', 'Take with or without food"
2411,Pargyline,793,'Avoid tyramine-containing foods and supplements
2412,Pargyline,793,"Foods that contain tyramine include yogurt, aged cheese, ripe bananas, wine, and sourdough bread"
2413,Etoricoxib,794,'Take with or without food
2414,Etoricoxib,794,The absorption is unaffected by food
2415,Roflumilast,795,'Take with or without food
2416,Roflumilast,795,"Administering roflumilast with a high-fat meal reduced and delayed the Cmax and Tmax, respectively, but did not impact the AUC of roflumilast or its active metabolite (roflumilast N‐oxide)"
2417,Cocarboxylase,796,'Take with or without food
2418,Cocarboxylase,796,Many different products contain cocarboxylase; refer to the product monograph for more specific instruction
2419,Cocarboxylase,796,EnBrace HR and EnLyte products should be taken on an empty stomach
2420,Vorinostat,797,'Take with food
2421,Cholic Acid,798,'Take separate from antacids
2422,Cholic Acid,798,Take at least 1 hour before or 4-6 hours after aluminum-containing antacids
2423,Cholic Acid,798,"', 'Take with food"
2424,Fusidic acid,799,'Take with food
2425,Fusidic acid,799,Food reduces irritation
2426,Flavin adenine dinucleotide,800,'Avoid alcohol
2427,Flavin adenine dinucleotide,800,Ingesting alcohol may reduce the absorption of FAD
2428,Oteracil,801,'Take separate from meals
2429,Oteracil,801,Oteracil should be separated from meals by at least one hour before and after eating
2430,Flavin mononucleotide,802,'Avoid alcohol
2431,Flavin mononucleotide,802,Ingesting alcohol may reduce the absorption of FMN
2432,Oxyphenbutazone,803,'Take with food
2433,Oxyphenbutazone,803,Food reduces irritation
2434,Carbocisteine,804,'Take with or without food
2435,Trioxsalen,805,"""Avoid foods high in furanocoumarins"
2436,Trioxsalen,805,Eating these foods while you are taking trioxsalen may increase your skin's sensitivity to sunlight
2437,Thiotepa,806,'Exercise caution with grapefruit products
2438,Thiotepa,806,"Grapefruit inhibits the CYP3A4 metabolism of thiotepa, which may increase its serum concentration"
2439,Thiotepa,806,"', ""Exercise caution with St John's Wort"
2440,Thiotepa,806,This herb induces CYP3A4 metabolism and may reduce serum levels of thiotepa
2441,Estrone sulfate,807,'Take with food
2442,Estrone sulfate,807,Food decreases nausea
2443,Fleroxacin,808,'Avoid milk and dairy products
2444,Fleroxacin,808,"', 'Limit caffeine intake"
2445,Fleroxacin,808,"', 'Take with a full glass of water"
2446,Fleroxacin,808,"', 'Take with or without food"
2447,Coumarin,809,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2448,Coumarin,809,"', 'Ensure consistent Vitamin K intake"
2449,Maraviroc,810,"""Avoid St John's Wort"
2450,Maraviroc,810,This herb induces CYP3A metabolism and may reduce serum levels of maraviroc
2451,Maraviroc,810,""", 'Take with or without food"
2452,Amineptine,811,'Avoid alcohol
2453,Amineptine,811,"', ""Avoid St John's Wort"
2454,Amineptine,811,""", 'Limit caffeine intake"
2455,Amineptine,811,"', 'Take with food"
2456,Amineptine,811,Food reduces irritation
2457,Clofedanol,812,'Avoid alcohol
2458,Clofedanol,812,"', 'Take with or without food"
2459,Clofedanol,812,The absorption is unaffected by food
2460,Cyclandelate,813,'Take with food
2461,Cyclandelate,813,Food reduces irritation
2462,Cyproterone acetate,814,'Avoid alcohol
2463,Cyproterone acetate,814,"', 'Take after a meal"
2464,Debrisoquine,815,'Take with or without food
2465,Debrisoquine,815,The absorption is unaffected by food
2466,Flunarizine,816,'Avoid alcohol
2467,Flunarizine,816,"', 'Take with or without food"
2468,Flunarizine,816,The absorption is unaffected by food
2469,Fluspirilene,817,'Avoid alcohol
2470,Tetrabenazine,818,'Avoid alcohol
2471,Tetrabenazine,818,Ingesting alcohol may increase the drowsiness caused by tetrabenazine
2472,Tetrabenazine,818,"', 'Take with or without food"
2473,Ixabepilone,819,'Avoid grapefruit products
2474,Ixabepilone,819,"Grapefruit inhibits the CYP3A4 metabolism of ixabepilone, which may increase its serum concentration"
2475,Ixabepilone,819,"', ""Avoid St John's Wort"
2476,Ixabepilone,819,This herb induces CYP3A metabolism and may reduce serum levels of ixabepilone
2477,Celiprolol,820,'Avoid fruit juice
2478,Celiprolol,820,Orange juice may reduce the absorption of celiprolol
2479,Celiprolol,820,"', 'Avoid grapefruit products"
2480,Celiprolol,820,Grapefruit juice may reduce the absorption of celiprolol
2481,Celiprolol,820,"', 'Take with or without food"
2482,Celiprolol,820,"The bioavailability of celiprolol may be reduced when taken with food, however, it is unlikely that this reduction is clinically relevant"
2483,Roxadustat,821,'Take with or without food
2484,Roxadustat,821,Food can decrease Cmax but not to a clinically significant extent
2485,Febuxostat,822,'Take with or without food
2486,Febuxostat,822,A high fat meal decreases Cmax and AUC in a clinically insignificant way
2487,Dronedarone,823,'Avoid grapefruit products
2488,Dronedarone,823,Co-administration with grapefruit may increase drug concentrations by 3-fold
2489,Dronedarone,823,"', ""Avoid St John's Wort"
2490,Dronedarone,823,This herb induces CYP3A4 and may increase the serum concentration of dronedarone
2491,Dronedarone,823,""", 'Take with food"
2492,Dronedarone,823,"Food, especially high-fat food, increases drug absorption"
2493,Nebivolol,824,'Avoid alcohol
2494,Nebivolol,824,"', 'Take with or without food"
2495,Nilotinib,825,'Avoid grapefruit products
2496,Nilotinib,825,"Grapefruit inhibits the CYP3A4 metabolism of nilotinib, causing increased serum levels of nilotinib"
2497,Nilotinib,825,"', ""Avoid St John's Wort"
2498,Nilotinib,825,"This herb induces CYP3A4 metabolism, which may reduce the serum concentration of nilotinib"
2499,Nilotinib,825,""", 'Take on an empty stomach"
2500,Nilotinib,825,Food increases the AUC of nilotinib
2501,Nilotinib,825,Separate nilotinib administration from meals by at least one hour before and two hours after eating
2502,Lorcaserin,826,'Take with or without food
2503,Vildagliptin,827,'Take with or without food
2504,Vildagliptin,827,"Food reduces Cmax and delays Tmax, but not in a clinically significant way"
2505,Bepotastine,828,'Take with or without food
2506,Bepotastine,828,Orally formulated bepotastine bioavailability is not significantly impacted by food
2507,Milnacipran,829,'Avoid excessive or chronic alcohol consumption
2508,Milnacipran,829,Avoid excessive or chronic alcohol consumption
2509,Milnacipran,829,"Milnacipran may worsen liver disease, which is potentially caused by excessive alcohol use"
2510,Milnacipran,829,"', 'Take with or without food"
2511,Milnacipran,829,Taking milnacipran with food may improve its tolerability
2512,Ximelagatran,830,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2513,Flibanserin,831,'Avoid alcohol
2514,Flibanserin,831,Avoid alcohol
2515,Flibanserin,831,Ingesting alcohol may increase the CNS depressant and hypotensive effects of flibanserin
2516,Flibanserin,831,"If you have consumed two drinks, wait two hours before taking flibanserin"
2517,Flibanserin,831,Do not take flibanserin if you have consumed more than three drinks
2518,Flibanserin,831,"', 'Avoid grapefruit products"
2519,Flibanserin,831,"', ""Avoid St John's Wort"
2520,Flibanserin,831,""", 'Take with or without food"
2521,Flibanserin,831,"Taking flibanserin with food (especially a high-fat meal) may increase its AUC, Cmax, and Tmax"
2522,Desmoteplase,832,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2523,Defibrotide,833,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2524,Ospemifene,834,'Take with food
2525,Crofelemer,835,'Take with or without food
2526,Iloperidone,836,'Avoid excessive or chronic alcohol consumption
2527,Iloperidone,836,"Alcohol may worsen the CNS effects of iloperidone, such as dizziness"
2528,Iloperidone,836,"', 'Take with or without food"
2529,Iloperidone,836,"A high-fat meals may delay the Tmax of iloperidone and its metabolites, without significantly changing the Cmax or AUC"
2530,Lofexidine,837,'Avoid excessive or chronic alcohol consumption
2531,Lofexidine,837,Lofexidine may potentiate the CNS depressant effects of alcohol
2532,Lofexidine,837,"', 'Take with or without food"
2533,Pirfenidone,838,'Take at the same time every day
2534,Pirfenidone,838,"', 'Take with food"
2535,Pirfenidone,838,Food decreased the rate and extent of absorption
2536,Pirfenidone,838,Food reduces the incidence of drug-related adverse reactions
2537,Ezogabine,839,'Take with or without food
2538,Ezogabine,839,"High-fat meals alter drug absorption, but not to a clinically significant extent"
2539,Ingenol mebutate,840,'Take with or without food
2540,Migalastat,841,'Avoid caffeine
2541,Migalastat,841,Co-administration of GALAFOLD with caffeine decreases migalastat AUC and Cmax which may reduce its efficacy
2542,Migalastat,841,"', 'Take at the same time every day"
2543,Migalastat,841,"', 'Take on an empty stomach"
2544,Migalastat,841,Avoid eating for at least two hours before and after taking migalastat
2545,Arimoclomol,842,'Take with or without food
2546,Arimoclomol,842,Food has negligible effects on the pharmacokinetics of arimoclomol
2547,Abaloparatide,843,'Administer vitamin supplements
2548,Abaloparatide,843,"If dietary intake is inadequate, patients should receive supplemental calcium and vitamin D"
2549,Abaloparatide,843,"', 'Take at the same time every day"
2550,Abaloparatide,843,"', 'Take with or without food"
2551,Ganaxolone,844,'Take with food
2552,Ganaxolone,844,"Co-administration with food increases ganaxalone Cmax and AUC by 3- and 2-fold, respectively"
2553,Ganaxolone,844,"In clinical trials to establish efficacy, ganaxolone was administered with food"
2554,Ancrod,845,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2555,Trabectedin,846,'Avoid alcohol
2556,Trabectedin,846,There may be an additive hepatotoxic effect if alcohol and trabectedin are coadministered
2557,Trabectedin,846,"', ""Avoid St John's Wort"
2558,Trabectedin,846,"This herb induces CYP3A4 metabolism, which may reduce the serum concentration of trabectedin"
2559,Trabectedin,846,""", 'Exercise caution with grapefruit products"
2560,Trabectedin,846,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of trabectedin"
2561,Pretomanid,847,'Avoid alcohol
2562,Pretomanid,847,Consuming alcohol may increase the risk of hepatotoxicity
2563,Pretomanid,847,"', 'Take with food"
2564,Elafibranor,848,'Take with or without food
2565,Elafibranor,848,"A high-fat and high-calorie meal delays Tmax and decreases Cmax and AUC, but not to a clinically significant extent"
2566,Beraprost,849,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2567,Cobimetinib,850,'Avoid grapefruit products
2568,Cobimetinib,850,"Grapefruit inhibits the metabolism of cobimetinib through the CYP3A4 pathway and, therefore, may increase serum levels of cobimetinib"
2569,Cobimetinib,850,"', ""Avoid St John's Wort"
2570,Cobimetinib,850,"This herb induces CYP3A4 metabolism, which may reduce serum levels of cobimetinib"
2571,Cobimetinib,850,""", 'Take with or without food"
2572,Cobimetinib,850,Cobimetinib bioavailability is unaffected by food
2573,Methsuximide,851,'Avoid alcohol
2574,Methsuximide,851,"', 'Take with food"
2575,Vandetanib,852,'Avoid grapefruit products
2576,Vandetanib,852,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of vandetanib"
2577,Vandetanib,852,"', ""Avoid St John's Wort"
2578,Vandetanib,852,"This herb induces CYP3A4 metabolism, which may reduce the serum levels of vandetanib"
2579,Vandetanib,852,""", 'Take with or without food"
2580,Pimavanserin,853,'Avoid grapefruit products
2581,Pimavanserin,853,Dose adjustment may be necessary if taking grapefruit products or other CYP3A4 inhibitors
2582,Pimavanserin,853,"', ""Avoid St John's Wort"
2583,Pimavanserin,853,"This may induce the CYP3A4 metabolism of pimavanserin, which may cause reduced efficacy"
2584,Pimavanserin,853,""", 'Take with or without food"
2585,Dexlansoprazole,854,"""Avoid St John's Wort"
2586,Dexlansoprazole,854,"It may induce the CYP3A4 metabolism of dexlansoprazole, possibly leading to reduced efficacy"
2587,Dexlansoprazole,854,""", ""Take with or without food"
2588,Dexlansoprazole,854,Dexlansoprazole's dual delayed release formulation allows it to be taken without regard to food in contrast to other PPIs
2589,Iodine,855,'Avoid goitrogenic foods
2590,Iodine,855,"These include soy, cassava, cabbage, broccoli, cauliflower, and other cruciferous vegetables"
2591,Palovarotene,856,'Avoid grapefruit products
2592,Palovarotene,856,Grapefruit-containing products may inhibit the CYP3A4 activity responsible for palovarotene metabolism
2593,Palovarotene,856,"', ""Avoid St John's Wort"
2594,Palovarotene,856,The significant induction of CYP3A4 metabolism caused by St
2595,Palovarotene,856,John's wort may decrease the effectiveness of palovarotene
2596,Palovarotene,856,""", 'Take with food"
2597,Palovarotene,856,Co-administration with food increases the oral absorption of palovarotene
2598,Mavorixafor,857,'Take on an empty stomach
2599,Mavorixafor,857,"Take drug after an overnight fast, 30 minutes before food"
2600,Mavorixafor,857,Food decreases drug exposure
2601,Mavorixafor,857,"', 'Take with or without food"
2602,Mavorixafor,857,Grapefruit may decrease mavorixafor metabolism and increase the risk of drug adverse reactions
2603,Telaprevir,858,"""Avoid St John's Wort"
2604,Telaprevir,858,St John's Wort will decrease levels of this medication
2605,Mipomersen,859,'Avoid excessive or chronic alcohol consumption
2606,Mipomersen,859,Alcohol may increase the risk of liver injury
2607,Brivaracetam,860,"""Avoid alcohol"
2608,Brivaracetam,860,"Taking Brivaracetam with alcohol may increase alcohol's effects on attention, memory, and psychomotor functioning"
2609,Brivaracetam,860,""", 'Take with or without food"
2610,Levoketoconazole,861,'Avoid excessive or chronic alcohol consumption
2611,Levoketoconazole,861,"Concomitant alcohol consumption may result in a disulfiram-like reaction characterized by rash, flushing, peripheral edema, nausea, and headache"
2612,Levoketoconazole,861,These symptoms typically subside within hours
2613,Levoketoconazole,861,"', 'Take with or without food"
2614,Levoketoconazole,861,"In healthy subjects administered a single 600 mg oral dose of levoketoconazole, a high-fat meal increased the AUC by 30% with no change in the maximum plasma concentration but a delay to reach this value of between two and four hours"
2615,Levoketoconazole,861,These changes are not considered clinically significant
2616,Apremilast,862,"""Avoid St John's Wort"
2617,Apremilast,862,"Apremilast is a CYP3A substrate; therefore, co-administration with St"
2618,Apremilast,862,"John's wort, a CYP3A inducer, may reduce the serum level of apremilast"
2619,Apremilast,862,""", 'Take with or without food"
2620,Trastuzumab emtansine,863,'Avoid grapefruit products
2621,Trastuzumab emtansine,863,"Trastuzumab emtansine undergoes metabolism through CYP3A4 therefore coadministration with grapefruit, a CYP3A4 inhibitor, may increase serum levels of trastuzumab emtansine"
2622,Abiraterone,864,"""Exercise caution with St John's Wort"
2623,Abiraterone,864,This herb induces CYP3A4 and may increase the serum levels of abiraterone
2624,Abiraterone,864,""", 'Take on an empty stomach"
2625,Abiraterone,864,Food increases Cmax and AUC
2626,Abiraterone,864,"Take ZYTIGA , a product of abiraterone, at least 1 hour before or 2 hours after eating as food may increase exposure to abiraterone by 4-fold"
2627,Abiraterone,864,"', 'Take with or without food"
2628,Abiraterone,864,Food increases Cmax and AUC
2629,Abiraterone,864,"YONSA, a product of abiraterone, can be taken with or without food"
2630,Obeticholic acid,865,'Take with or without food
2631,Cariprazine,866,'Avoid excessive or chronic alcohol consumption
2632,Cariprazine,866,"Given the primary central nervous system effects of cariprazine, cariprazine should be used with caution in combination with alcohol"
